PC1,PC2
-0.3629679511841252,-0.6620110413959568
-2.2722603287157312,-2.353465830451563
-2.1342146970602376,-0.5953228169967183
3.207328214372894,-0.8402729031198033
-0.4365612468679533,-2.0807556824437587
2.8450976656007536,0.2188439477824653
-0.10411969610890465,-0.7151287238782925
-0.21731744115567508,-1.9091281749845124
3.225958030258623,-0.7627768253018106
2.3381852471169813,-0.8251501657433719
2.5866007883315634,-0.7067374809791575
0.5629969668808787,-2.5690290156228395
2.864549580863946,1.8927901450757818
1.4304653691775226,0.2829632609641596
0.8919661689917037,-1.3820229734010674
2.2434851308344883,0.11233780636694286
3.203402033293647,-0.4497169467261766
-0.23320345889269728,-2.9984456839945413
-2.704479491397435,2.962948988672751
0.7799716410975281,0.4003412711926005
2.7721247304004573,-0.5627353065254579
3.3764659307890046,0.9179701980336393
2.2947446683415103,1.1837183032028142
0.04051408658320611,0.4223682904804951
1.612527618410953,-1.9674108973107558
-1.4557112836371207,0.028167420917733194
0.3966267753662431,-1.363444252295152
2.283521833975356,2.621607435832886
1.398678872053937,-0.44306774696487916
1.4829828222184438,4.829251640857861
1.3336951737056673,2.234779783869875
3.683926809613669,0.29624595682336496
3.1156589582982552,0.9959131721681773
0.17128673082908388,-1.2760390410480815
0.6380873569365735,-0.6722798219754771
-1.2963694985477154,-1.4781455638514192
3.6099381225271707,1.2411644154285177
2.8558830094882395,0.1645574280896234
2.5976151412784083,-1.6475104749765406
1.239051663823324,-2.8233457320192517
-1.5404683664094265,-1.3031426466450262
0.451736760270883,2.308996552997511
4.368595798468566,1.1325163160060374
0.17524187245860928,-0.7247917104769753
-1.1590229869139481,-0.6572382923610958
0.5031312651102542,-2.4146569312630892
0.4317358359652858,0.688457068187107
4.72832472758793,-0.36298728431059074
2.1021746235193906,0.46241681248034927
0.4852466417102075,0.35775845098171677
0.5953165133086158,0.8749975653241839
2.021632838158049,-0.4520641588708959
-0.12880052402511613,3.535418871582447
1.0653631933992962,0.9733389176804631
0.18824747998609262,1.6921534872917967
-0.630547464806617,-1.4558970764421946
3.564636157009942,-0.6976035234721295
3.7973014802680227,-0.4102133122534443
-0.2733967831440095,-1.685853827824678
2.2795033803866764,-1.081868198089831
1.416228775029199,1.782124864309607
-2.736139077555798,3.145595735813062
-0.4301091412029085,-1.7818328376538908
1.7703214712040651,0.554355359537473
0.7866458775362636,1.1197729050377119
2.6835407040025747,1.1763106584330405
1.2634413496749257,2.19482752039653
-0.2473260190472897,-2.42440996462591
0.2790717572352818,-1.2960202473446636
0.8736680548111753,-1.4094689838098087
1.4420575612569406,-2.3308333507198555
0.5850915182158238,-1.849321616134248
-3.416208837235111,-1.6783510761003457
-0.016411747988578168,-0.901352384691894
0.5501686650245622,0.5094570108951706
1.2038431225788986,0.9064929267494262
1.008836852758712,-0.8246327261026022
0.40372754650045956,-2.6128613348577834
-3.2015636931181106,-0.9062670373102122
-0.7080483316619361,-1.0912761116069374
0.31198506969398054,-0.45461069383360925
0.11260796357426922,-1.8844485562284692
-0.059193465849106584,-1.267921312875231
1.661558415565876,1.3075230624802685
-1.2856491322738386,-1.707905485081126
-0.43546463147916764,1.4741676207438705
-1.1457182153835492,-1.58883746973378
1.8775790815688516,-1.931158941235525
-0.2841352590369949,-0.7719139769972627
0.7346324454441303,1.6003303083418239
-0.4340910527552873,-1.7743080508724582
2.916917173667245,0.7293173103298679
-1.9816543909064177,-1.8897095782844362
1.6592150129833803,-0.14961307589996947
2.3485049809117897,-0.9791896210778497
-0.524900312842874,-3.878707116716853
1.2625391341175307,-0.5633708594130973
-1.162618426011884,-2.175411868654187
1.1772675754197839,-0.9057676621850422
0.499108622900497,-1.8776008295954936
-0.6628283904325953,4.782839559712248
3.7292106661007804,1.5747561131944567
1.57113481369905,0.14929223442786463
-0.5717401848492014,-1.5848103897030263
3.5669795871997256,0.1984433436953616
1.3100340791179517,-2.9964920471845224
0.03864211922880369,-4.188091027935658
2.7863051759130615,-0.3318974588394083
0.05573298398718903,1.2279816159993922
3.7995646093661306,0.761233187658965
4.619852645682036,2.584266748160875
0.3786939495013979,-2.9947994335039123
0.25631926787402476,-2.336599232225263
3.2131426046801588,1.1189668561098716
0.1241009637862962,-0.38857584061538664
3.475513630716504,2.0579618496684553
